"Gene_ID","Gene_Symbol","Gene_Info","biotype","chromosome","band","start","end"
"ENSG00000197566","ZNF624","zinc finger protein 624","protein_coding","17","17:p11.2",16524051,16557170
"ENSG00000257591","ZNF625","zinc finger protein 625","protein_coding","19","19:p13.2",12251032,12267546
"ENSG00000213297","ZNF625-ZNF20","ZNF625-ZNF20 readthrough (NMD candidate)","protein_coding","19","19:p13.2",12242932,12267546
"ENSG00000188171","ZNF626","zinc finger protein 626","protein_coding","19","19:p12",20802867,20844402
"ENSG00000198551","ZNF627","zinc finger protein 627","protein_coding","19","19:p13.2",11670189,11729950
"ENSG00000197483","ZNF628","zinc finger protein 628","protein_coding","19","19:q13.42",55987699,55995854
"ENSG00000102870","ZNF629","zinc finger protein 629","protein_coding","16","16:p11.2",30789778,30798523
"ENSG00000221994","ZNF630","zinc finger protein 630","protein_coding","X","X:p11.23",47842756,47931025
"ENSG00000075292","ZNF638","zinc finger protein 638","protein_coding","2","2:p13.2",71503691,71662199
"ENSG00000121864","ZNF639","zinc finger protein 639","protein_coding","3","3:q26.33",179040779,179053323
"ENSG00000167528","ZNF641","zinc finger protein 641","protein_coding","12","12:q13.11",48733791,48745197
"ENSG00000122482","ZNF644","zinc finger protein 644","protein_coding","1","1:p22.2",91380859,91487829
"ENSG00000175809","ZNF645","zinc finger protein 645","protein_coding","X","X:p22.11",22291065,22292574
"ENSG00000167395","ZNF646","zinc finger protein 646","protein_coding","16","16:p11.2",31085743,31095517
"ENSG00000179930","ZNF648","zinc finger protein 648","protein_coding","1","1:q25.3",182023705,182030847
"ENSG00000198093","ZNF649","zinc finger protein 649","protein_coding","19","19:q13.41",52392477,52408293
"ENSG00000198740","ZNF652","zinc finger protein 652","protein_coding","17","17:q21.32",47366568,47439835
"ENSG00000161914","ZNF653","zinc finger protein 653","protein_coding","19","19:p13.2",11594242,11616738
"ENSG00000175105","ZNF654","zinc finger protein 654","protein_coding","3","3:p11.1",88188254,88193815
"ENSG00000197343","ZNF655","zinc finger protein 655","protein_coding","7","7:q22.1",99156029,99174076
"ENSG00000160229","ZNF66","zinc finger protein 66","protein_coding","19","19:p12",20959110,20991922
"ENSG00000144792","ZNF660","zinc finger protein 660","protein_coding","3","3:p21.31",44619715,44641186
"ENSG00000182983","ZNF662","zinc finger protein 662","protein_coding","3","3:p22.1",42947223,42960825
"ENSG00000179195","ZNF664","zinc finger protein 664","protein_coding","12","12:q24.31",124456392,124499986
"ENSG00000197497","ZNF665","zinc finger protein 665","protein_coding","19","19:q13.42",53662466,53696639
"ENSG00000198046","ZNF667","zinc finger protein 667","protein_coding","19","19:q13.43",56950694,56989434
"ENSG00000167394","ZNF668","zinc finger protein 668","protein_coding","16","16:p11.2",31072164,31085641
"ENSG00000188295","ZNF669","zinc finger protein 669","protein_coding","1","1:q44",247263264,247267674
"ENSG00000083814","ZNF671","zinc finger protein 671","protein_coding","19","19:q13.43",58231119,58238992
"ENSG00000171161","ZNF672","zinc finger protein 672","protein_coding","1","1:q44",249132409,249143716
"ENSG00000251192","ZNF674","zinc finger protein 674","protein_coding","X","X:p11.3",46357162,46404892
"ENSG00000197372","ZNF675","zinc finger protein 675","protein_coding","19","19:p12",23708433,23870022
"ENSG00000196109","ZNF676","zinc finger protein 676","protein_coding","19","19:p12",22361893,22379753
"ENSG00000197928","ZNF677","zinc finger protein 677","protein_coding","19","19:q13.42",53731577,53758151
"ENSG00000181450","ZNF678","zinc finger protein 678","protein_coding","1","1:q42.13",227751244,227865144
"ENSG00000197123","ZNF679","zinc finger protein 679","protein_coding","7","7:q11.21",63688852,63727309
"ENSG00000173041","ZNF680","zinc finger protein 680","protein_coding","7","7:q11.21",63980262,64023484
"ENSG00000196172","ZNF681","zinc finger protein 681","protein_coding","19","19:p12",23921997,23941693
"ENSG00000197124","ZNF682","zinc finger protein 682","protein_coding","19","19:p12",20107867,20150315
"ENSG00000176083","ZNF683","zinc finger protein 683","protein_coding","1","1:p36.11",26688125,26701013
"ENSG00000117010","ZNF684","zinc finger protein 684","protein_coding","1","1:p34.2",40997233,41013841
"ENSG00000143373","ZNF687","zinc finger protein 687","protein_coding","1","1:q21.3",151254094,151264656
"ENSG00000229809","ZNF688","zinc finger protein 688","protein_coding","16","16:p11.2",30580667,30584055
"ENSG00000156853","ZNF689","zinc finger protein 689","protein_coding","16","16:p11.2",30613879,30635333
"ENSG00000198429","ZNF69","zinc finger protein 69","protein_coding","19","19:p13.2",11998599,12025144
"ENSG00000164011","ZNF691","zinc finger protein 691","protein_coding","1","1:p34.2",43312280,43318148
"ENSG00000171163","ZNF692","zinc finger protein 692","protein_coding","1","1:q44",249144205,249153343
"ENSG00000197472","ZNF695","zinc finger protein 695","protein_coding","1","1:q44",247108849,247171395
"ENSG00000185730","ZNF696","zinc finger protein 696","protein_coding","8","8:q24.3",144371846,144380231
"ENSG00000143067","ZNF697","zinc finger protein 697","protein_coding","1","1:p12",120162045,120190396
"ENSG00000196110","ZNF699","zinc finger protein 699","protein_coding","19","19:p13.2",9404951,9420514
"ENSG00000147789","ZNF7","zinc finger protein 7","protein_coding","8","8:q24.3",146052849,146072894
"ENSG00000187792","ZNF70","zinc finger protein 70","protein_coding","22","22:q11.23",24083769,24093279
"ENSG00000196757","ZNF700","zinc finger protein 700","protein_coding","19","19:p13.2",12035883,12061588
"ENSG00000167562","ZNF701","zinc finger protein 701","protein_coding","19","19:q13.41",53059075,53090427
"ENSG00000183779","ZNF703","zinc finger protein 703","protein_coding","8","8:p11.23",37553269,37557537
"ENSG00000164684","ZNF704","zinc finger protein 704","protein_coding","8","8:q21.13",81540686,81787016
"ENSG00000196946","ZNF705A","zinc finger protein 705A","protein_coding","12","12:p13.31",8290733,8341133
"ENSG00000215356","ZNF705B","zinc finger protein 705B","protein_coding","8","8:p23.1",7783859,7812271
"ENSG00000215343","ZNF705D","zinc finger protein 705D","protein_coding","8","8:p23.1",11961898,11973025
"ENSG00000215372","ZNF705G","zinc finger protein 705G","protein_coding","8","8:p23.1",7213039,7243080
"ENSG00000120963","ZNF706","zinc finger protein 706","protein_coding","8","8:q22.3",102190106,102218421
"ENSG00000181135","ZNF707","zinc finger protein 707","protein_coding","8","8:q24.3",144766622,144796068
"ENSG00000182141","ZNF708","zinc finger protein 708","protein_coding","19","19:p12",21473962,21512227
"ENSG00000197951","ZNF71","zinc finger protein 71","protein_coding","19","19:q13.43",57106632,57137849
"ENSG00000140548","ZNF710","zinc finger protein 710","protein_coding","15","15:q26.1",90544624,90625438
"ENSG00000147180","ZNF711","zinc finger protein 711","protein_coding","X","X:q21.1",84498997,84528368
"ENSG00000178665","ZNF713","zinc finger protein 713","protein_coding","7","7:p11.2",55955169,56009918
"ENSG00000160352","ZNF714","zinc finger protein 714","protein_coding","19","19:p12",21264965,21308073
"ENSG00000182111","ZNF716","zinc finger protein 716","protein_coding","7","7:p11.2",57509883,57533252
"ENSG00000227124","ZNF717","zinc finger protein 717","protein_coding","3","3:p12.3",75758794,75834734
"ENSG00000197302","ZNF720","zinc finger protein 720","protein_coding","16","16:p11.2",31724550,31806190
"ENSG00000182903","ZNF721","zinc finger protein 721","protein_coding","4","4:p16.3",419604,492945
"ENSG00000196081","ZNF724P","zinc finger protein 724, pseudogene","protein_coding","19","19:p12",23404401,23433192
"ENSG00000213967","ZNF726","zinc finger protein 726","protein_coding","19","19:p12",24097678,24127961
"ENSG00000214652","ZNF727","zinc finger protein 727","protein_coding","7","7:q11.21",63505821,63538927
"ENSG00000269067","ZNF728","zinc finger protein 728","protein_coding","19","19:p12",23158270,23185978
"ENSG00000196350","ZNF729","zinc finger protein 729","protein_coding","19","19:p12",22469210,22499978
"ENSG00000183850","ZNF730","zinc finger protein 730","protein_coding","19","19:p12",23258012,23330021
"ENSG00000186777","ZNF732","zinc finger protein 732","protein_coding","4","4:p16.3",264464,299110
"ENSG00000234444","ZNF736","zinc finger protein 736","protein_coding","7","7:q11.21",63767837,63815238
"ENSG00000237440","ZNF737","zinc finger protein 737","protein_coding","19","19:p12",20718631,20748615
"ENSG00000172687","ZNF738","zinc finger protein 738","protein_coding","19","19:p12",21541732,21562104
"ENSG00000185252","ZNF74","zinc finger protein 74","protein_coding","22","22:q11.21",20748405,20762745
"ENSG00000139651","ZNF740","zinc finger protein 740","protein_coding","12","12:q13.13",53574484,53584596
"ENSG00000181220","ZNF746","zinc finger protein 746","protein_coding","7","7:q36.1",149169885,149194908
"ENSG00000169955","ZNF747","zinc finger protein 747","protein_coding","16","16:p11.2",30537244,30546173
"ENSG00000186230","ZNF749","zinc finger protein 749","protein_coding","19","19:q13.43",57946697,57956853
"ENSG00000141579","ZNF750","zinc finger protein 750","protein_coding","17","17:q25.3",80787311,80798454
"ENSG00000162086","ZNF75A","zinc finger protein 75a","protein_coding","16","16:p13.3",3355406,3368852
"ENSG00000186376","ZNF75D","zinc finger protein 75D","protein_coding","X","X:q26.3",134382867,134478012
"ENSG00000065029","ZNF76","zinc finger protein 76","protein_coding","6","6:p21.31",35226686,35263762
"ENSG00000197054","ZNF763","zinc finger protein 763","protein_coding","19","19:p13.2",12035890,12091196
"ENSG00000169951","ZNF764","zinc finger protein 764","protein_coding","16","16:p11.2",30565085,30569819
"ENSG00000196417","ZNF765","zinc finger protein 765","protein_coding","19","19:q13.42",53893046,53930574
"ENSG00000196214","ZNF766","zinc finger protein 766","protein_coding","19","19:q13.41",52772824,52795977
"ENSG00000169957","ZNF768","zinc finger protein 768","protein_coding","16","16:p11.2",30535325,30538142
"ENSG00000175691","ZNF77","zinc finger protein 77","protein_coding","19","19:p13.3",2933216,2944969
"ENSG00000198146","ZNF770","zinc finger protein 770","protein_coding","15","15:q14",35270542,35280488
"ENSG00000179965","ZNF771","zinc finger protein 771","protein_coding","16","16:p11.2",30418618,30440920
"ENSG00000197128","ZNF772","zinc finger protein 772","protein_coding","19","19:q13.43",57978031,57988938
"ENSG00000152439","ZNF773","zinc finger protein 773","protein_coding","19","19:q13.43",58011283,58029772
"ENSG00000196391","ZNF774","zinc finger protein 774","protein_coding","15","15:q26.1",90895477,90909324
"ENSG00000196456","ZNF775","zinc finger protein 775","protein_coding","7","7:q36.1",150065879,150109558
"ENSG00000152443","ZNF776","zinc finger protein 776","protein_coding","19","19:q13.43",58258164,58269527
"ENSG00000196453","ZNF777","zinc finger protein 777","protein_coding","7","7:q36.1",149128454,149158214
"ENSG00000170100","ZNF778","zinc finger protein 778","protein_coding","16","16:q24.3",89284118,89295363
"ENSG00000197782","ZNF780A","zinc finger protein 780A","protein_coding","19","19:q13.2",40575059,40596845
"ENSG00000128000","ZNF780B","zinc finger protein 780B","protein_coding","19","19:q13.2",40534167,40562116
"ENSG00000196381","ZNF781","zinc finger protein 781","protein_coding","19","19:q13.12",38158652,38183223
"ENSG00000196597","ZNF782","zinc finger protein 782","protein_coding","9","9:q22.33",99578754,99637905
"ENSG00000204946","ZNF783","zinc finger family member 783","protein_coding","7","7:q36.1",148959262,148994393
"ENSG00000179922","ZNF784","zinc finger protein 784","protein_coding","19","19:q13.42",56132108,56135967
"ENSG00000197162","ZNF785","zinc finger protein 785","protein_coding","16","16:p11.2",30585061,30597092
"ENSG00000197362","ZNF786","zinc finger protein 786","protein_coding","7","7:q36.1",148766735,148787874
"ENSG00000142409","ZNF787","zinc finger protein 787","protein_coding","19","19:q13.43",56598732,56632649
"ENSG00000214189","ZNF788","zinc finger family member 788","protein_coding","19","19:p13.2",12203078,12225491
"ENSG00000198556","ZNF789","zinc finger protein 789","protein_coding","7","7:q22.1",99070464,99101273
"ENSG00000196152","ZNF79","zinc finger protein 79","protein_coding","9","9:q33.3",130186661,130207651
"ENSG00000197863","ZNF790","zinc finger protein 790","protein_coding","19","19:q13.12",37308330,37341689
"ENSG00000173875","ZNF791","zinc finger protein 791","protein_coding","19","19:p13.2",12721732,12742735
"ENSG00000180884","ZNF792","zinc finger protein 792","protein_coding","19","19:q13.11",35447258,35454953
"ENSG00000188227","ZNF793","zinc finger protein 793","protein_coding","19","19:q13.12",37997841,38039664
"ENSG00000196466","ZNF799","zinc finger protein 799","protein_coding","19","19:p13.2",12500830,12512085
"ENSG00000174255","ZNF80","zinc finger protein 80","protein_coding","3","3:q13.31",113953483,113956425
"ENSG00000048405","ZNF800","zinc finger protein 800","protein_coding","7","7:q31.33",126986844,127071978
"ENSG00000170396","ZNF804A","zinc finger protein 804A","protein_coding","2","2:q32.1",185463093,185804219
"ENSG00000182348","ZNF804B","zinc finger protein 804B","protein_coding","7","7:q21.13",88388682,88966346
"ENSG00000204524","ZNF805","zinc finger protein 805","protein_coding","19","19:q13.43",57751973,57766503
"ENSG00000198482","ZNF808","zinc finger protein 808","protein_coding","19","19:q13.41",53030905,53067717
"ENSG00000197779","ZNF81","zinc finger protein 81","protein_coding","X","X:p11.23",47696301,47861960
"ENSG00000224689","ZNF812","zinc finger protein 812","protein_coding","19","19:p13.2",9800600,9811452
"ENSG00000198346","ZNF813","zinc finger protein 813","protein_coding","19","19:q13.42",53970989,54006950
"ENSG00000204514","ZNF814","zinc finger protein 814","protein_coding","19","19:q13.43",58360099,58400442
"ENSG00000180257","ZNF816","zinc finger protein 816","protein_coding","19","19:q13.41",53430388,53466164
"ENSG00000102984","ZNF821","zinc finger protein 821","protein_coding","16","16:q22.2",71893583,71929239
"ENSG00000197933","ZNF823","zinc finger protein 823","protein_coding","19","19:p13.2",11832080,11849824
"ENSG00000151612","ZNF827","zinc finger protein 827","protein_coding","4","4:q31.21",146678779,146859787
"ENSG00000185869","ZNF829","zinc finger protein 829","protein_coding","19","19:q13.12",37379026,37407193
"ENSG00000167766","ZNF83","zinc finger protein 83","protein_coding","19","19:q13.41",53097313,53193749
"ENSG00000198783","ZNF830","zinc finger protein 830","protein_coding","17","17:q12",33288549,33290205
"ENSG00000124203","ZNF831","zinc finger protein 831","protein_coding","20","20:q13.32",57766075,57834168
"ENSG00000127903","ZNF835","zinc finger protein 835","protein_coding","19","19:q13.43",57174020,57183151
"ENSG00000196267","ZNF836","zinc finger protein 836","protein_coding","19","19:q13.41",52657117,52674896
"ENSG00000152475","ZNF837","zinc finger protein 837","protein_coding","19","19:q13.43",58878985,58892427
"ENSG00000022976","ZNF839","zinc finger protein 839","protein_coding","14","14:q32.31",102783714,102809044
"ENSG00000198040","ZNF84","zinc finger protein 84","protein_coding","12","12:q24.33",133613878,133639885
"ENSG00000197608","ZNF841","zinc finger protein 841","protein_coding","19","19:q13.41",52567719,52599018
"ENSG00000176723","ZNF843","zinc finger protein 843","protein_coding","16","16:p11.2",31445569,31454346
"ENSG00000223547","ZNF844","zinc finger protein 844","protein_coding","19","19:p13.2",12175514,12192380
